Brand,Model,Year,Body Type,Cylinders,Fuel Economy Highway,Fuel Economy City,Fuel Economy Average,Seats,Transmission,Make,Style,Horsepower,Fuel Type,Color,Miles Driven,Condition,Title Status,Damages,Number of Owners,Title Available,Payment Status,Sale Price
Toyota,Highlander,2015,Hatchback,4,31.8,28.6,30.2,4,Automatic,Toyota,Toyota Highlander Hatchback,219,Diesel,Gray,126345,Used,Rebuilt,Minor Scratches,5,Available,Unpaid,38654.72
BMW,M4,2009,Convertible,12,16.4,12.9,14.6,2,Dual-Clutch,BMW,BMW M4 Convertible,372,Diesel,Gray,220701,New,Salvage,Severe Collision,4,Available,Unpaid,8181.81
Nissan,Sentra,2011,SUV,12,27.7,21.9,24.8,5,Dual-Clutch,Nissan,Nissan Sentra SUV,566,Diesel,Gray,118793,New,Salvage,Frame Damage,4,Not Available,Paid,39416.84
Nissan,Frontier,2012,Convertible,3,20.9,14.9,17.9,2,Automatic,Nissan,Nissan Frontier Convertible,360,Diesel,Gray,113207,New,Rebuilt,Frame Damage,4,Available,Paid,52961.17
Kia,Sportage,2005,Hatchback,12,19.2,15.5,17.4,3,Automatic,Kia,Kia Sportage Hatchback,330,Diesel,Gray,29401,Used,Salvage,Flood Damage,1,Not Available,Paid,58281.56
Kia,Telluride,2004,Truck,4,18,12.7,15.3,7,CVT,Kia,Kia Telluride Truck,210,Diesel,Gray,31130,New,Salvage,Frame Damage,1,Available,Unpaid,29292.75
BMW,3 Series,2023,Wagon,4,19.6,12.7,16.1,2,CVT,BMW,BMW 3 Series Wagon,109,Diesel,Gray,99099,New,Rebuilt,Severe Collision,3,Available,Paid,23940.83
Honda,Fit,2011,Hatchback,6,15.2,12.8,14,4,Manual,Honda,Honda Fit Hatchback,253,Diesel,Gray,39325,Used,Clean,None,5,Available,Unpaid,70944.31
Mercedes,C-Class,2001,SUV,4,31.6,26,28.8,6,CVT,Mercedes,Mercedes C-Class SUV,168,Diesel,Gray,12736,New,Salvage,Minor Scratches,5,Not Available,Paid,17963.99
Honda,Pilot,2017,Hatchback,6,22.5,15.7,19.1,3,CVT,Honda,Honda Pilot Hatchback,591,Diesel,Gray,91179,New,Clean,None,3,Available,Unpaid,63736.84
BMW,X5,2006,Hatchback,3,31.9,23.3,27.6,6,Manual,BMW,BMW X5 Hatchback,572,Diesel,Gray,32947,New,Salvage,Minor Scratches,5,Not Available,Unpaid,38395.69
Nissan,Frontier,2021,Sedan,3,34.5,28.7,31.6,6,Manual,Nissan,Nissan Frontier Sedan,551,Diesel,Gray,185613,Used,Salvage,Minor Scratches,3,Not Available,Unpaid,48778.18
Toyota,Tacoma,2017,SUV,12,23.7,14.4,19.1,5,Manual,Toyota,Toyota Tacoma SUV,444,Diesel,Gray,54150,New,Salvage,Frame Damage,2,Available,Unpaid,41483.93
Toyota,Tacoma,2012,Wagon,6,21.5,13.6,17.6,6,CVT,Toyota,Toyota Tacoma Wagon,588,Diesel,Gray,96536,New,Salvage,Frame Damage,5,Available,Unpaid,37290.73
Kia,Telluride,2000,SUV,4,30.4,21.4,25.9,2,CVT,Kia,Kia Telluride SUV,100,Diesel,Gray,238679,New,Rebuilt,Severe Collision,5,Not Available,Unpaid,76035.37
BMW,M4,1999,Truck,8,26,21.8,23.9,2,Manual,BMW,BMW M4 Truck,290,Diesel,Gray,147335,Used,Clean,None,2,Available,Unpaid,17161.51
Mercedes,C-Class,2014,Truck,6,27.7,19.8,23.8,7,Automatic,Mercedes,Mercedes C-Class Truck,448,Hybrid,Green,141329,New,Clean,None,5,Not Available,Paid,58518.42
Chevrolet,Silverado,2018,Truck,6,30,23.5,26.8,4,Manual,Chevrolet,Chevrolet Silverado Truck,555,Hybrid,Green,38050,New,Salvage,Flood Damage,5,Not Available,Paid,65582.41
Honda,Civic,2021,Hatchback,4,32.9,24.1,28.5,2,Automatic,Honda,Honda Civic Hatchback,135,Hybrid,Green,4465,Used,Rebuilt,Minor Scratches,1,Available,Unpaid,61286.8
Kia,Sorento,2021,Convertible,4,25.6,21.9,23.8,3,Automatic,Kia,Kia Sorento Convertible,356,Hybrid,Green,186837,Used,Salvage,Minor Scratches,3,Available,Paid,74807.15
Kia,Optima,2003,Sedan,10,14.9,11.6,13.2,7,CVT,Kia,Kia Optima Sedan,152,Hybrid,Green,143958,New,Clean,None,4,Not Available,Unpaid,72056.84
Ford,Escape,2014,Hatchback,4,21.4,15,18.2,2,Dual-Clutch,Ford,Ford Escape Hatchback,396,Hybrid,Green,91149,New,Clean,None,2,Available,Unpaid,13112.63
Hyundai,Santa Fe,2007,Sedan,10,17.2,13,15.1,2,Dual-Clutch,Hyundai,Hyundai Santa Fe Sedan,235,Hybrid,Green,64453,New,Salvage,Flood Damage,1,Available,Unpaid,12211.45
BMW,5 Series,2003,Sedan,6,23.4,19.4,21.4,2,Dual-Clutch,BMW,BMW 5 Series Sedan,300,Hybrid,Green,8343,New,Clean,None,3,Not Available,Unpaid,36094.01
Chevrolet,Tahoe,2012,Hatchback,3,38.5,29.2,33.9,3,Manual,Chevrolet,Chevrolet Tahoe Hatchback,137,Hybrid,Green,27036,Used,Rebuilt,Flood Damage,3,Not Available,Paid,74340.07
Toyota,Tacoma,2002,Sedan,12,25.3,17.1,21.2,2,Automatic,Toyota,Toyota Tacoma Sedan,449,Hybrid,Green,170118,Used,Rebuilt,Flood Damage,4,Available,Unpaid,27604.55
Nissan,Sentra,2010,Sedan,3,32.7,26.4,29.6,6,Automatic,Nissan,Nissan Sentra Sedan,426,Hybrid,Green,183811,Used,Clean,None,3,Available,Paid,13454.14
Ford,F-150,2020,Truck,10,19.6,14.6,17.1,5,CVT,Ford,Ford F-150 Truck,443,Hybrid,Green,82649,Used,Salvage,Flood Damage,1,Not Available,Paid,8103.81
Ford,Escape,2008,Hatchback,8,28.7,24,26.4,4,Manual,Ford,Ford Escape Hatchback,132,Hybrid,Green,33520,Used,Salvage,Frame Damage,4,Not Available,Paid,62344.17
BMW,X3,2009,SUV,4,33.7,25.9,29.8,7,CVT,BMW,BMW X3 SUV,226,Hybrid,Green,143165,Used,Clean,None,4,Available,Paid,52072.16
Nissan,Pathfinder,2005,Sedan,4,16.8,12.6,14.7,2,CVT,Nissan,Nissan Pathfinder Sedan,173,Hybrid,Green,176068,Used,Clean,None,2,Not Available,Unpaid,73726.04
Chevrolet,Malibu,1995,Wagon,6,22.5,16.3,19.4,2,Dual-Clutch,Chevrolet,Chevrolet Malibu Wagon,140,Hybrid,Green,10315,New,Rebuilt,Flood Damage,5,Not Available,Paid,60519.41
Chevrolet,Malibu,1997,Hatchback,10,31.7,26.7,29.2,2,Manual,Chevrolet,Chevrolet Malibu Hatchback,322,Hybrid,Green,9678,New,Clean,None,3,Available,Paid,70740.44
Toyota,Camry,1996,Convertible,4,27.7,22.8,25.2,4,Manual,Toyota,Toyota Camry Convertible,101,Hybrid,Green,192486,Used,Rebuilt,Severe Collision,2,Available,Paid,5357.22
BMW,X3,2014,Hatchback,6,23.1,19.5,21.3,7,CVT,BMW,BMW X3 Hatchback,456,Hybrid,Green,34800,Used,Rebuilt,Frame Damage,5,Available,Unpaid,43672.89
Chevrolet,Malibu,2003,Wagon,10,31,26.9,28.9,4,Manual,Chevrolet,Chevrolet Malibu Wagon,125,Hybrid,Green,13448,Used,Rebuilt,Frame Damage,1,Available,Paid,78685.04
BMW,3 Series,2021,Convertible,3,33.2,25.6,29.4,3,CVT,BMW,BMW 3 Series Convertible,472,Hybrid,Green,207319,Used,Clean,None,3,Available,Paid,55819.09
Chevrolet,Tahoe,2013,Hatchback,3,25.3,15.5,20.4,7,Dual-Clutch,Chevrolet,Chevrolet Tahoe Hatchback,210,Hybrid,Green,105745,Used,Clean,None,1,Available,Paid,73085.77
Toyota,Corolla,2004,Convertible,8,29.4,22.4,25.9,4,CVT,Toyota,Toyota Corolla Convertible,223,Hybrid,Green,233796,New,Rebuilt,Frame Damage,1,Not Available,Unpaid,40035.55
Ford,Mustang,2015,Convertible,4,18.5,12.4,15.4,5,CVT,Ford,Ford Mustang Convertible,279,Hybrid,Green,50661,New,Rebuilt,Flood Damage,3,Not Available,Unpaid,76215.79
Hyundai,Santa Fe,2013,Sedan,12,24.6,21.3,23,2,Automatic,Hyundai,Hyundai Santa Fe Sedan,594,Hybrid,Green,246054,New,Rebuilt,Frame Damage,1,Available,Unpaid,35954.12
Kia,Optima,2011,Convertible,8,27.7,20.7,24.2,7,Automatic,Kia,Kia Optima Convertible,265,Hybrid,Green,247134,Used,Salvage,Flood Damage,4,Available,Unpaid,23684.42
Mercedes,S-Class,2002,Sedan,3,33,28.2,30.6,5,Manual,Mercedes,Mercedes S-Class Sedan,164,Hybrid,Green,25467,Used,Rebuilt,Severe Collision,5,Not Available,Paid,49551.84
Subaru,Outback,1999,SUV,6,24.7,15,19.9,3,Dual-Clutch,Subaru,Subaru Outback SUV,352,Hybrid,Green,18732,Used,Rebuilt,Flood Damage,5,Available,Paid,52662.91
BMW,X3,2022,Wagon,10,26.7,21.9,24.3,2,Dual-Clutch,BMW,BMW X3 Wagon,513,Hybrid,Green,28205,New,Clean,None,2,Not Available,Unpaid,50025.88
BMW,X5,2008,Coupe,4,23.1,19.8,21.5,2,Manual,BMW,BMW X5 Coupe,414,Hybrid,Green,92850,New,Clean,None,5,Available,Unpaid,56126.79
Hyundai,Kona,2019,Truck,4,37.9,29.6,33.8,4,Dual-Clutch,Hyundai,Hyundai Kona Truck,215,Hybrid,Green,177188,Used,Clean,None,2,Not Available,Unpaid,50174.26
Honda,Fit,2017,Truck,4,24.4,19.3,21.9,7,Dual-Clutch,Honda,Honda Fit Truck,336,Hybrid,Green,17788,New,Salvage,Flood Damage,5,Not Available,Unpaid,78582.21
Nissan,Sentra,2014,Convertible,12,22.7,19.2,20.9,6,Dual-Clutch,Nissan,Nissan Sentra Convertible,480,Hybrid,Green,131173,Used,Salvage,Minor Scratches,3,Not Available,Paid,49795.29
Nissan,Sentra,2016,Wagon,8,29.9,27.7,28.8,4,Manual,Nissan,Nissan Sentra Wagon,379,Hybrid,Green,15519,New,Clean,None,4,Available,Paid,14098.65
Nissan,Rogue,2015,Hatchback,12,24.9,16.4,20.6,4,Dual-Clutch,Nissan,Nissan Rogue Hatchback,483,Hybrid,Green,31229,New,Rebuilt,Severe Collision,5,Available,Unpaid,15813.55
Ford,Escape,1995,Wagon,10,34.2,24.6,29.4,6,Dual-Clutch,Ford,Ford Escape Wagon,550,Hybrid,Green,17653,New,Salvage,Frame Damage,2,Available,Unpaid,47044.73
Chevrolet,Impala,2005,Coupe,3,30.3,21.5,25.9,3,Automatic,Chevrolet,Chevrolet Impala Coupe,217,Hybrid,Green,195409,Used,Clean,None,1,Not Available,Unpaid,44040.86
Honda,Civic,1998,Wagon,3,25.3,18.4,21.9,2,Dual-Clutch,Honda,Honda Civic Wagon,392,Hybrid,Green,171275,New,Salvage,Severe Collision,2,Available,Unpaid,47146.71
Mercedes,GLE,2009,Hatchback,8,21.9,12.2,17,7,Manual,Mercedes,Mercedes GLE Hatchback,528,Hybrid,Green,162085,Used,Salvage,Minor Scratches,4,Not Available,Paid,35321.17
Chevrolet,Malibu,2010,SUV,12,34.9,28,31.4,6,Manual,Chevrolet,Chevrolet Malibu SUV,390,Hybrid,Green,91232,Used,Salvage,Minor Scratches,5,Not Available,Unpaid,78366.06
Nissan,Altima,1999,Truck,10,18.7,12,15.3,3,Automatic,Nissan,Nissan Altima Truck,549,Hybrid,Green,180137,Used,Salvage,Severe Collision,3,Not Available,Paid,27611.37
Hyundai,Tucson,2003,SUV,10,25.3,18.9,22.1,5,Automatic,Hyundai,Hyundai Tucson SUV,453,Hybrid,Green,187953,Used,Salvage,Frame Damage,2,Not Available,Unpaid,72024.39
Nissan,Altima,2003,SUV,10,17.4,12.3,14.8,7,Manual,Nissan,Nissan Altima SUV,543,Hybrid,Green,83111,New,Rebuilt,Severe Collision,1,Available,Paid,68389.24
Ford,Fusion,2003,SUV,12,18.9,15.7,17.3,5,Automatic,Ford,Ford Fusion SUV,188,Hybrid,Green,195334,New,Clean,None,2,Not Available,Unpaid,45770.81
Toyota,Corolla,2004,Wagon,10,17.5,15.2,16.4,7,Dual-Clutch,Toyota,Toyota Corolla Wagon,299,Hybrid,Green,170073,Used,Rebuilt,Severe Collision,1,Available,Unpaid,28247.91
BMW,X5,1998,Convertible,6,22.7,13.9,18.3,4,CVT,BMW,BMW X5 Convertible,315,Hybrid,Green,183562,New,Rebuilt,Minor Scratches,4,Not Available,Paid,15048.19
Toyota,Camry,2009,Wagon,4,29.2,24.5,26.9,3,CVT,Toyota,Toyota Camry Wagon,173,Hybrid,Green,121082,Used,Rebuilt,Severe Collision,2,Not Available,Unpaid,48152.87
Chevrolet,Tahoe,2003,Sedan,3,28.8,22.1,25.5,7,Manual,Chevrolet,Chevrolet Tahoe Sedan,586,Hybrid,Green,33100,New,Rebuilt,Frame Damage,1,Available,Paid,27044.04
Hyundai,Elantra,1999,Coupe,10,18,10.8,14.4,6,Manual,Hyundai,Hyundai Elantra Coupe,364,Hybrid,Green,106503,Used,Clean,None,1,Not Available,Paid,45599.37
Chevrolet,Equinox,2007,Wagon,12,36.2,29.5,32.9,4,Manual,Chevrolet,Chevrolet Equinox Wagon,343,Hybrid,Green,31952,Used,Rebuilt,Minor Scratches,5,Available,Unpaid,35257.13
BMW,X5,2018,Sedan,10,33.1,29.6,31.4,5,Dual-Clutch,BMW,BMW X5 Sedan,310,Hybrid,Green,61703,New,Rebuilt,Frame Damage,2,Available,Paid,8494.96
Kia,Sportage,2014,SUV,12,29.3,22.6,26,7,Manual,Kia,Kia Sportage SUV,529,Hybrid,Green,47947,Used,Clean,None,3,Available,Unpaid,30097.45
Subaru,Impreza,2018,SUV,3,21.2,14.3,17.8,7,CVT,Subaru,Subaru Impreza SUV,350,Hybrid,Green,174695,New,Clean,None,2,Not Available,Paid,66315.18
Honda,Civic,2001,Coupe,12,27,18.1,22.6,2,Automatic,Honda,Honda Civic Coupe,256,Hybrid,Green,184723,New,Clean,None,3,Available,Paid,5159.01
BMW,M4,2016,Sedan,3,19.5,13.9,16.7,4,Automatic,BMW,BMW M4 Sedan,247,Hybrid,Green,191637,New,Rebuilt,Frame Damage,5,Available,Unpaid,43617.08
Mercedes,GLC,2022,Sedan,3,25.3,18.3,21.8,5,Automatic,Mercedes,Mercedes GLC Sedan,211,Hybrid,Green,157280,New,Clean,None,2,Available,Unpaid,55603.08
Chevrolet,Impala,2016,SUV,12,28.6,24.4,26.5,3,Manual,Chevrolet,Chevrolet Impala SUV,539,Hybrid,Green,36219,Used,Salvage,Flood Damage,1,Not Available,Paid,23110.65
Toyota,Camry,2016,Wagon,12,28.2,21.5,24.9,7,CVT,Toyota,Toyota Camry Wagon,532,Hybrid,Green,178850,New,Clean,None,1,Available,Paid,63500.84
BMW,M4,2003,Truck,6,22.9,18.6,20.8,5,Automatic,BMW,BMW M4 Truck,426,Hybrid,Green,137068,New,Rebuilt,Frame Damage,1,Available,Unpaid,13713.23
Honda,Civic,2000,Coupe,8,29.3,21.1,25.2,5,CVT,Honda,Honda Civic Coupe,287,Hybrid,Green,108817,Used,Salvage,Flood Damage,3,Not Available,Paid,73223.87
Hyundai,Kona,2015,Truck,10,20.3,11.7,16,3,CVT,Hyundai,Hyundai Kona Truck,599,Hybrid,Green,89953,New,Salvage,Minor Scratches,2,Not Available,Unpaid,73266.72
Hyundai,Elantra,1995,Hatchback,4,26.3,23.9,25.1,5,Manual,Hyundai,Hyundai Elantra Hatchback,224,Hybrid,Green,102056,Used,Rebuilt,Severe Collision,2,Not Available,Paid,73823.47
BMW,X3,2015,Convertible,3,34.9,27.8,31.4,4,CVT,BMW,BMW X3 Convertible,268,Hybrid,Green,86735,Used,Clean,None,3,Not Available,Unpaid,15970.89
Ford,Explorer,1996,Hatchback,8,26.6,20.5,23.6,6,Automatic,Ford,Ford Explorer Hatchback,549,Hybrid,Green,107047,Used,Clean,None,5,Not Available,Unpaid,15289.63
Ford,F-150,2019,Truck,12,19.5,14.9,17.2,4,Manual,Ford,Ford F-150 Truck,430,Hybrid,Green,96460,Used,Salvage,Severe Collision,1,Available,Unpaid,75011.34
Honda,Civic,2021,Coupe,8,28.5,22.4,25.4,6,Automatic,Honda,Honda Civic Coupe,221,Hybrid,Green,28389,New,Rebuilt,Flood Damage,4,Available,Paid,20170.42
Honda,CR-V,2010,Sedan,10,27.4,23.9,25.6,2,Dual-Clutch,Honda,Honda CR-V Sedan,140,Hybrid,Green,81831,Used,Clean,None,5,Available,Paid,30774.46
Kia,Telluride,2022,SUV,12,33.9,26.8,30.4,3,CVT,Kia,Kia Telluride SUV,498,Hybrid,Green,42382,New,Rebuilt,Minor Scratches,5,Available,Unpaid,65502.47
Honda,Civic,2018,SUV,3,33.3,28.9,31.1,3,Manual,Honda,Honda Civic SUV,580,Hybrid,Green,78814,Used,Clean,None,5,Not Available,Unpaid,30653.44
BMW,X3,2004,Hatchback,8,23.2,17.7,20.4,3,Automatic,BMW,BMW X3 Hatchback,414,Hybrid,Green,215259,Used,Rebuilt,Minor Scratches,1,Not Available,Paid,24059.15
Subaru,Impreza,2023,Sedan,6,28.3,20.3,24.3,4,Dual-Clutch,Subaru,Subaru Impreza Sedan,460,Hybrid,Green,41232,New,Salvage,Flood Damage,3,Not Available,Unpaid,61101.06
Honda,CR-V,2021,Truck,4,32.8,27.2,30,5,Automatic,Honda,Honda CR-V Truck,512,Hybrid,Green,131411,New,Salvage,Frame Damage,1,Available,Unpaid,53290.57
Nissan,Pathfinder,2011,Wagon,12,30.8,26,28.4,3,Automatic,Nissan,Nissan Pathfinder Wagon,467,Hybrid,Green,224094,New,Rebuilt,Minor Scratches,4,Available,Unpaid,50770.65
BMW,5 Series,2023,Coupe,8,35.2,27.2,31.2,7,Manual,BMW,BMW 5 Series Coupe,319,Hybrid,Green,126330,Used,Clean,None,2,Available,Unpaid,29784.95
BMW,3 Series,2002,Hatchback,3,30.6,26.2,28.4,4,CVT,BMW,BMW 3 Series Hatchback,519,Hybrid,Green,151845,New,Clean,None,3,Available,Unpaid,29165.7
Nissan,Altima,2013,Truck,4,20.1,17.4,18.8,7,Automatic,Nissan,Nissan Altima Truck,569,Hybrid,Green,105435,Used,Clean,None,2,Not Available,Unpaid,10068.94
Mercedes,C-Class,2013,Truck,12,33.5,25.2,29.4,5,CVT,Mercedes,Mercedes C-Class Truck,510,Hybrid,Green,97850,New,Rebuilt,Minor Scratches,4,Not Available,Unpaid,27973.24
Subaru,Forester,2008,Truck,8,27.5,23.1,25.3,5,Dual-Clutch,Subaru,Subaru Forester Truck,175,Hybrid,Green,82526,Used,Clean,None,5,Not Available,Unpaid,55318.6
Toyota,Camry,2007,Wagon,12,20.9,17.3,19.1,4,CVT,Toyota,Toyota Camry Wagon,197,Hybrid,Green,26225,New,Clean,None,1,Not Available,Unpaid,44837.78
Kia,Sportage,2012,Convertible,3,21,15.5,18.2,4,CVT,Kia,Kia Sportage Convertible,474,Hybrid,Green,120209,New,Rebuilt,Severe Collision,1,Available,Paid,27116.43
Toyota,RAV4,2004,Wagon,12,17.3,10.8,14.1,7,Manual,Toyota,Toyota RAV4 Wagon,480,Hybrid,Green,22319,New,Salvage,Frame Damage,1,Not Available,Unpaid,44836.55
Mercedes,GLC,2018,Sedan,3,19.8,15.9,17.9,2,Automatic,Mercedes,Mercedes GLC Sedan,498,Hybrid,Green,131273,Used,Clean,None,5,Available,Paid,62190.81
Nissan,Sentra,2010,Truck,10,28.3,26.1,27.2,4,Manual,Nissan,Nissan Sentra Truck,201,Hybrid,Green,98209,New,Rebuilt,Frame Damage,3,Not Available,Paid,22723.05
Nissan,Pathfinder,1996,Wagon,12,34.7,26.5,30.6,4,Dual-Clutch,Nissan,Nissan Pathfinder Wagon,548,Hybrid,Green,18085,Used,Salvage,Minor Scratches,2,Not Available,Unpaid,28912.08
Kia,Optima,1998,Sedan,8,26.7,18.9,22.8,3,CVT,Kia,Kia Optima Sedan,550,Hybrid,Green,214599,New,Rebuilt,Flood Damage,1,Not Available,Paid,76744.06
Chevrolet,Equinox,2018,Hatchback,4,37.4,29.6,33.5,4,Manual,Chevrolet,Chevrolet Equinox Hatchback,560,Hybrid,Green,171343,New,Clean,None,4,Not Available,Paid,11606.03
Toyota,Tacoma,2023,Convertible,3,21.1,16,18.6,4,Manual,Toyota,Toyota Tacoma Convertible,426,Hybrid,Green,68636,Used,Salvage,Frame Damage,4,Available,Paid,78468.24
Chevrolet,Malibu,1995,Hatchback,12,38.1,29.4,33.8,6,Automatic,Chevrolet,Chevrolet Malibu Hatchback,522,Hybrid,Green,37090,Used,Salvage,Flood Damage,2,Not Available,Paid,45943.06
Honda,Fit,2003,Wagon,6,17.1,12.2,14.7,5,Manual,Honda,Honda Fit Wagon,256,Hybrid,Green,149617,Used,Clean,None,1,Not Available,Unpaid,21559.18
Honda,Pilot,2017,Hatchback,3,27.4,25,26.2,5,Manual,Honda,Honda Pilot Hatchback,146,Hybrid,Green,339,Used,Rebuilt,Minor Scratches,1,Not Available,Paid,63944.34
Kia,Telluride,2009,Hatchback,10,34.2,27.8,31,7,Automatic,Kia,Kia Telluride Hatchback,136,Hybrid,Green,188216,Used,Rebuilt,Severe Collision,4,Not Available,Unpaid,73037.09
Chevrolet,Equinox,2019,Sedan,12,26.8,24,25.4,5,Dual-Clutch,Chevrolet,Chevrolet Equinox Sedan,152,Hybrid,Green,81603,New,Clean,None,5,Not Available,Unpaid,36883.45
Toyota,Corolla,1997,Convertible,3,35.6,26.9,31.2,7,Dual-Clutch,Toyota,Toyota Corolla Convertible,356,Hybrid,Green,66077,Used,Clean,None,2,Available,Paid,73408
Nissan,Rogue,2010,Convertible,6,33.1,29.4,31.2,4,CVT,Nissan,Nissan Rogue Convertible,106,Hybrid,Green,72391,New,Rebuilt,Severe Collision,1,Not Available,Paid,70680.15
Hyundai,Kona,2012,Wagon,10,15.8,12.1,13.9,2,Manual,Hyundai,Hyundai Kona Wagon,384,Hybrid,Green,229626,New,Clean,None,3,Available,Paid,58642.26
Nissan,Pathfinder,2007,Wagon,12,23.7,15,19.4,6,Dual-Clutch,Nissan,Nissan Pathfinder Wagon,313,Hybrid,Green,39564,New,Rebuilt,Flood Damage,2,Available,Unpaid,68620.04
BMW,X5,2021,Wagon,3,27.5,23.4,25.4,4,Manual,BMW,BMW X5 Wagon,576,Hybrid,Green,91805,Used,Clean,None,4,Not Available,Unpaid,28014.24
BMW,X3,2011,Truck,6,28.2,18.9,23.5,6,Manual,BMW,BMW X3 Truck,391,Hybrid,Green,14998,New,Clean,None,5,Available,Unpaid,61336.55
Chevrolet,Malibu,2007,SUV,10,26.8,19.9,23.4,2,CVT,Chevrolet,Chevrolet Malibu SUV,418,Hybrid,Green,46845,New,Clean,None,1,Available,Unpaid,5768.84
Subaru,Outback,2019,Wagon,8,18.9,13.3,16.1,5,CVT,Subaru,Subaru Outback Wagon,317,Hybrid,Green,44953,Used,Clean,None,5,Not Available,Unpaid,7449.36
BMW,X3,1995,Wagon,6,31.7,25.6,28.6,6,CVT,BMW,BMW X3 Wagon,315,Hybrid,Green,14398,New,Rebuilt,Severe Collision,3,Not Available,Paid,77413.32
BMW,X5,2003,Coupe,4,30.8,23.8,27.3,2,CVT,BMW,BMW X5 Coupe,196,Hybrid,Green,140320,Used,Salvage,Severe Collision,4,Not Available,Paid,29283.73
Toyota,RAV4,2023,Truck,8,26.9,20.4,23.6,3,CVT,Toyota,Toyota RAV4 Truck,328,Hybrid,Green,189692,Used,Salvage,Flood Damage,1,Not Available,Unpaid,68447.96
Kia,Soul,1996,Wagon,4,29.7,26.5,28.1,6,Dual-Clutch,Kia,Kia Soul Wagon,434,Hybrid,Green,128731,Used,Rebuilt,Flood Damage,2,Not Available,Paid,41632.86
Ford,Mustang,1995,SUV,6,27.9,24.5,26.2,6,CVT,Ford,Ford Mustang SUV,131,Hybrid,Green,93876,Used,Salvage,Flood Damage,3,Available,Paid,58853.88
BMW,3 Series,2000,Wagon,10,32.8,24.9,28.8,5,Manual,BMW,BMW 3 Series Wagon,214,Hybrid,Green,144529,Used,Rebuilt,Flood Damage,4,Available,Unpaid,51764.58
Mercedes,GLE,2015,Wagon,4,34.3,27.9,31.1,5,Automatic,Mercedes,Mercedes GLE Wagon,187,Hybrid,Green,206485,Used,Salvage,Severe Collision,4,Available,Paid,38777.62
Nissan,Frontier,1996,Sedan,3,33,24.9,28.9,6,Manual,Nissan,Nissan Frontier Sedan,137,Hybrid,Green,221034,Used,Clean,None,1,Available,Paid,6673.66
Chevrolet,Malibu,1997,Convertible,12,36.6,27.6,32.1,2,Manual,Chevrolet,Chevrolet Malibu Convertible,253,Hybrid,Green,99830,Used,Rebuilt,Flood Damage,1,Available,Paid,30754.87
Toyota,Corolla,1999,Coupe,12,22.8,17.7,20.2,4,CVT,Toyota,Toyota Corolla Coupe,531,Hybrid,Green,222402,Used,Clean,None,1,Not Available,Unpaid,21128.43
Subaru,Outback,1995,Wagon,8,28.4,21.1,24.8,6,Automatic,Subaru,Subaru Outback Wagon,448,Hybrid,Green,163069,Used,Salvage,Minor Scratches,3,Available,Paid,69942.28
Subaru,Forester,1999,Hatchback,10,19.7,10.2,14.9,5,CVT,Subaru,Subaru Forester Hatchback,464,Hybrid,Green,231856,New,Salvage,Flood Damage,5,Available,Unpaid,76159.24
Subaru,Legacy,2016,Sedan,3,22.8,15.6,19.2,6,CVT,Subaru,Subaru Legacy Sedan,410,Hybrid,Green,28157,New,Rebuilt,Frame Damage,5,Not Available,Unpaid,16480.03
Ford,Escape,1995,Wagon,10,33,24,28.5,4,Automatic,Ford,Ford Escape Wagon,543,Hybrid,Green,178441,New,Rebuilt,Severe Collision,1,Not Available,Paid,63773.66
Honda,Civic,1996,Convertible,12,15,10.9,12.9,6,CVT,Honda,Honda Civic Convertible,262,Hybrid,Green,95967,New,Rebuilt,Flood Damage,1,Not Available,Paid,32577.32
BMW,5 Series,2010,Hatchback,4,24.1,21.8,23,5,Manual,BMW,BMW 5 Series Hatchback,299,Hybrid,Green,121375,New,Clean,None,3,Not Available,Paid,42156.52
BMW,M4,2021,SUV,4,25.8,22.5,24.1,3,Manual,BMW,BMW M4 SUV,368,Hybrid,Green,10428,New,Salvage,Minor Scratches,3,Not Available,Paid,47617.35
Toyota,Highlander,2000,Wagon,10,34.3,25.9,30.1,4,Manual,Toyota,Toyota Highlander Wagon,575,Hybrid,Green,26660,Used,Salvage,Frame Damage,1,Available,Paid,71220.92
Toyota,Camry,2013,Sedan,6,28.9,22.9,25.9,5,Automatic,Toyota,Toyota Camry Sedan,345,Hybrid,Green,47824,Used,Rebuilt,Minor Scratches,5,Not Available,Unpaid,18888.35
BMW,5 Series,2013,Sedan,3,22,13.2,17.6,2,Manual,BMW,BMW 5 Series Sedan,228,Hybrid,Green,114206,Used,Clean,None,1,Not Available,Paid,77480.6
Chevrolet,Tahoe,1998,Hatchback,4,32.1,25.7,28.9,6,Manual,Chevrolet,Chevrolet Tahoe Hatchback,270,Hybrid,Green,74484,New,Rebuilt,Minor Scratches,1,Available,Unpaid,49101.34
Subaru,Legacy,2020,Hatchback,10,15.5,10.6,13.1,7,Dual-Clutch,Subaru,Subaru Legacy Hatchback,224,Hybrid,Green,205657,New,Clean,None,3,Available,Unpaid,65385.37
Hyundai,Kona,2006,SUV,3,16.6,11.3,14,4,Dual-Clutch,Hyundai,Hyundai Kona SUV,304,Hybrid,Green,184001,New,Salvage,Severe Collision,4,Not Available,Unpaid,12898.41
Ford,Fusion,2016,Hatchback,6,31.5,28,29.8,3,CVT,Ford,Ford Fusion Hatchback,115,Hybrid,Green,241061,New,Rebuilt,Severe Collision,2,Available,Unpaid,71596.66
